Hospital-Standards-SE33-Staff Competency-Staff competencies are assessed and updated regularly.,,Hospital-Standards-SE33-Staff Competency-33.5.1.2,17 Hospital-Standards-SE33-Staff Competency-33.5.1.2,Staff competencies are assessed and updated regularly.,Staff competencies are assessed and updated regularly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Staff Competency-Staffing levels are appropriate to service demand.,,Hospital-Standards-SE33-Staff Competency-33.5.1.3,18 Hospital-Standards-SE33-Staff Competency-33.5.1.3,Staffing levels are appropriate to service demand.,Staffing levels are appropriate to service demand.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Monitoring and Evaluation-The organisation monitors the quality and outcomes of occupational therapy services.,,Hospital-Standards-SE33-Monitoring and Evaluation-33.6.1.1,19 Hospital-Standards-SE33-Monitoring and Evaluation-33.6.1.1,The organisation monitors the quality and outcomes of occupational therapy services.,The organisation monitors the quality and outcomes of occupational therapy services.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE33-Monitoring and Evaluation-Monitoring includes audits, performance indicators and feedback.",,Hospital-Standards-SE33-Monitoring and Evaluation-33.6.1.2,20 Hospital-Standards-SE33-Monitoring and Evaluation-33.6.1.2,"Monitoring includes audits, performance indicators and feedback.","Monitoring includes audits, performance indicators and feedback.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE33-Monitoring and Evaluation-Evaluation results are used to improve service delivery.,,Hospital-Standards-SE33-Monitoring and Evaluation-33.6.1.3,21 Hospital-Standards-SE33-Monitoring and,,,,,,,,,,,optionSet
Organisation of Dietetic Services--,UID,code,shortName,Description,Form Name,domainType,Value type,Aggregation type,CatCombo,,,,Option set,optionSet
Hospital-Standards-SE34-Organisation of Dietetic Services-The organisation defines the scope of dietetic services it provides.,,Hospital-Standards-SE34-Organisation of Dietetic Services-34.1.1.1,1 Hospital-Standards-SE34-Organisation of Dietetic Services-34.1.1.1,The organisation defines the scope of dietetic services it provides.,The organisation defines the scope of dietetic services it provides.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Organisation of Dietetic Services-Services are coordinated across departments and units.,,Hospital-Standards-SE34-Organisation of Dietetic Services-34.1.1.2,2 Hospital-Standards-SE34-Organisation of Dietetic Services-34.1.1.2,Services are coordinated across departments and units.,Services are coordinated across departments and units.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Organisation of Dietetic Services-Services are provided by qualified and competent dietitians.,,Hospital-Standards-SE34-Organisation of Dietetic Services-34.1.1.3,3 Hospital-Standards-SE34-Organisation of Dietetic Services-34.1.1.3,Services are provided by qualified and competent dietitians.,Services are provided by qualified and competent dietitians.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Organisation of Dietetic Services-Services are based on evidence-based guidelines and nutritional standards.,,Hospital-Standards-SE34-Organisation of Dietetic Services-34.1.1.4,4 Hospital-Standards-SE34-Organisation of Dietetic Services-34.1.1.4,Services are based on evidence-based guidelines and nutritional standards.,Services are based on evidence-based guidelines and nutritional standards.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Organisation of Dietetic Services-Services are documented and monitored for effectiveness.,,Hospital-Standards-SE34-Organisation of Dietetic Services-34.1.1.5,5 Hospital-Standards-SE34-Organisation of Dietetic Services-34.1.1.5,Services are documented and monitored for effectiveness.,Services are documented and monitored for effectiveness.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Patient Assessment and Planning-Patients receive a comprehensive dietetic assessment.,,Hospital-Standards-SE34-Patient Assessment and Planning-34.2.1.1,6 Hospital-Standards-SE34-Patient Assessment and Planning-34.2.1.1,Patients receive a comprehensive dietetic assessment.,Patients receive a comprehensive dietetic assessment.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE34-Patient Assessment and Planning-Assessment includes dietary history, nutritional status and clinical condition.",,Hospital-Standards-SE34-Patient Assessment and Planning-34.2.1.2,7 Hospital-Standards-SE34-Patient Assessment and Planning-34.2.1.2,"Assessment includes dietary history, nutritional status and clinical condition.","Assessment includes dietary history, nutritional status and clinical condition.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Patient Assessment and Planning-A nutrition care plan is developed based on assessment findings.,,Hospital-Standards-SE34-Patient Assessment and Planning-34.2.1.3,8 Hospital-Standards-SE34-Patient Assessment and Planning-34.2.1.3,A nutrition care plan is developed based on assessment findings.,A nutrition care plan is developed based on assessment findings.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Patient Assessment and Planning-Nutrition goals and interventions are documented and reviewed regularly.,,Hospital-Standards-SE34-Patient Assessment and Planning-34.2.1.4,9 Hospital-Standards-SE34-Patient Assessment and Planning-34.2.1.4,Nutrition goals and interventions are documented and reviewed regularly.,Nutrition goals and interventions are documented and reviewed regularly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Implementation of Care-Dietetic care is delivered according to the nutrition care plan.,,Hospital-Standards-SE34-Implementation of Care-34.3.1.1,10 Hospital-Standards-SE34-Implementation of Care-34.3.1.1,Dietetic care is delivered according to the nutrition care plan.,Dietetic care is delivered according to the nutrition care plan.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Implementation of Care-Care is documented in the patient’s medical record.,,Hospital-Standards-SE34-Implementation of Care-34.3.1.2,11 Hospital-Standards-SE34-Implementation of Care-34.3.1.2,Care is documented in the patient’s medical record.,Care is documented in the patient’s medical record.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Implementation of Care-Changes in the patient’s condition are communicated and addressed promptly.,,Hospital-Standards-SE34-Implementation of Care-34.3.1.3,12 Hospital-Standards-SE34-Implementation of Care-34.3.1.3,Changes in the patient’s condition are communicated and addressed promptly.,Changes in the patient’s condition are communicated and addressed promptly.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE34-Equipment and Environment-Dietetic equipment is appropriate, functional and maintained regularly.",,Hospital-Standards-SE34-Equipment and Environment-34.4.1.1,13 Hospital-Standards-SE34-Equipment and Environment-34.4.1.1,"Dietetic equipment is appropriate, functional and maintained regularly.","Dietetic equipment is appropriate, functional and maintained regularly.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Equipment and Environment-The environment supports safe and effective dietetic care.,,Hospital-Standards-SE34-Equipment and Environment-34.4.1.2,14 Hospital-Standards-SE34-Equipment and Environment-34.4.1.2,The environment supports safe and effective dietetic care.,The environment supports safe and effective dietetic care.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Equipment and Environment-Facilities comply with national and international safety standards.,,Hospital-Standards-SE34-Equipment and Environment-34.4.1.3,15 Hospital-Standards-SE34-Equipment and Environment-34.4.1.3,Facilities comply with national and international safety standards.,Facilities comply with national and international safety standards.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Staff Competency-Staff have competencies in dietetic practices.,,Hospital-Standards-SE34-Staff Competency-34.5.1.1,16 Hospital-Standards-SE34-Staff Competency-34.5.1.1,Staff have competencies in dietetic practices.,Staff have competencies in dietetic practices.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Staff Competency-Staff competencies are assessed and updated regularly.,,Hospital-Standards-SE34-Staff Competency-34.5.1.2,17 Hospital-Standards-SE34-Staff Competency-34.5.1.2,Staff competencies are assessed and updated regularly.,Staff competencies are assessed and updated regularly.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Staff Competency-Staffing levels are appropriate to service demand.,,Hospital-Standards-SE34-Staff Competency-34.5.1.3,18 Hospital-Standards-SE34-Staff Competency-34.5.1.3,Staffing levels are appropriate to service demand.,Staffing levels are appropriate to service demand.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Monitoring and Evaluation-The organisation monitors the quality and outcomes of dietetic services.,,Hospital-Standards-SE34-Monitoring and Evaluation-34.6.1.1,19 Hospital-Standards-SE34-Monitoring and Evaluation-34.6.1.1,The organisation monitors the quality and outcomes of dietetic services.,The organisation monitors the quality and outcomes of dietetic services.,TRACKER,TEXT,COUNT,,,,,,optionSet
"Hospital-Standards-SE34-Monitoring and Evaluation-Monitoring includes audits, performance indicators and feedback.",,Hospital-Standards-SE34-Monitoring and Evaluation-34.6.1.2,20 Hospital-Standards-SE34-Monitoring and Evaluation-34.6.1.2,"Monitoring includes audits, performance indicators and feedback.","Monitoring includes audits, performance indicators and feedback.",TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE34-Monitoring and Evaluation-Evaluation results are used to improve service delivery.,,Hospital-Standards-SE34-Monitoring and Evaluation-34.6.1.3,21,,,,,,,,,,,optionSet
Organisation of Speech Therapy Services--,UID,code,shortName,Description,Form Name,domainType,Value type,Aggregation type,CatCombo,,,,Option set,optionSet
Hospital-Standards-SE35-Organisation of Speech Therapy Services-The organisation defines the scope of speech therapy services it provides.,,Hospital-Standards-SE35-Organisation of Speech Therapy Services-35.1.1.1,1 Hospital-Standards-SE35-Organisation of Speech Therapy Services-35.1.1.1,The organisation defines the scope of speech therapy services it provides.,The organisation defines the scope of speech therapy services it provides.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE35-Organisation of Speech Therapy Services-Services are coordinated across departments and units.,,Hospital-Standards-SE35-Organisation of Speech Therapy Services-35.1.1.2,2 Hospital-Standards-SE35-Organisation of Speech Therapy Services-35.1.1.2,Services are coordinated across departments and units.,Services are coordinated across departments and units.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE35-Organisation of Speech Therapy Services-Services are provided by qualified and competent speech therapists.,,Hospital-Standards-SE35-Organisation of Speech Therapy Services-35.1.1.3,3 Hospital-Standards-SE35-Organisation of Speech Therapy Services-35.1.1.3,Services are provided by qualified and competent speech therapists.,Services are provided by qualified and competent speech therapists.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE35-Organisation of Speech Therapy Services-Services are based on evidence-based guidelines and protocols.,,Hospital-Standards-SE35-Organisation of Speech Therapy Services-35.1.1.4,4 Hospital-Standards-SE35-Organisation of Speech Therapy Services-35.1.1.4,Services are based on evidence-based guidelines and protocols.,Services are based on evidence-based guidelines and protocols.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE35-Organisation of Speech Therapy Services-Services are documented and monitored for effectiveness.,,Hospital-Standards-SE35-Organisation of Speech Therapy Services-35.1.1.5,5 Hospital-Standards-SE35-Organisation of Speech Therapy Services-35.1.1.5,Services are documented and monitored for effectiveness.,Services are documented and monitored for effectiveness.,TRACKER,TEXT,COUNT,,,,,,optionSet
Hospital-Standards-SE35-Patient Assessment and Planning-Patients receive a comprehensive speech and language assessment.,,Hospital-Standards-SE35-Patient Assessment and Planning-35.2.1.1,6 Hospital-Standards-SE35-Patient Assessment and Planning-35.2.1.1,Patients receive a comprehensive speech and language assessment.,Patients receive a comprehensive speech and language assessment.,TRACKER,TEXT,COUNT,,,,,,optionSet
